Title,URL
"Citizens Cooperative Bank, Jammu",https://www.citizenscooperativebankjammu.com
Jharkhand Renewable Energy Development Agency,https://www.jreda.com
"Housing and Urban Development Authority(HIMUDA), Government of Himachal Pradesh",
"Mewat Development Agency, Haryana",https://mda.nic.in
Sports Authority of Jharkhand,https://sajha.in
"Haryana Agro Industries Corporation Limited, Panchkula",
Haryana State Disaster Management Authority,
Haryana State Board of Technical Education,
"Housing Board, Haryana",
"National Health Mission (NHM), Uttar Pradesh",https://upnrhm.gov.in
Goa State Infrastructure Development Corporation Limited (GSIDL),https://www.gsidcltd.com
"State Load Despatch Center (SLDC), Delhi",https://www.delhisldc.org
Delhi Development Authority (DDA),https://dda.gov.in
Delhi Labour Welfare Board,https://dlwb.delhi.gov.in
"District Rural Development Agency (DRDA), Chamba, Himachal Pradesh",https://drdachamba.org
Andhra Pradesh Industrial Infrastructure Corporation Limited,https://apiic.in
"King George's Medical University, Lucknow, Uttar Pradesh",https://www.kgmu.org
Damodar Valley Corporation (DVC),https://www.dvc.gov.in
Andaman and Nicobar Islands Integrated Development Corporation Limited (ANIIDCO),https://aniidco.and.nic.in
"Department of Technical Education, Andhra Pradesh",https://dteap.nic.in
"Shivalik Development Agency (SDA), Ambala, Haryana",
"Central Muga Eri Research and Training Institute (CMER and TI), Lahdoigarh, Jorhat, Assam",https://cmerti.res.in
"Government of India Stationery Office, Kolkata",https://giso.gov.in
Andhra Pradesh Forest Development Corporation Limited (APFDC),
Visakhapatnam Metropolitan Region Development Authority (VMRDA),
"Visvesvaraya Industrial and Technological Museum, Bangalore",https://www.vismuseum.gov.in
"National Museum, New Delhi",https://nationalmuseumindia.gov.in
"Bipin Tripathi Kumaon Institue of Technology, Uttarakhand",https://kecua.ac.in
Animal Welfare Board of India (AWBI),https://awbi.gov.in
National Museum Institute (NMI),https://nmi.gov.in
National Textile Corporation Limited (NTC),
Maulana Abul Kalam Azad Institute of Asian Studies (MAKAIAS),
Bhakra Beas Management Board (BBMB),https://bbmb.gov.in
National Museum of Natural History (NMNH),
"Sardar Vallabhbhai Patel International School of Textiles & Management, Coimbatore, Tamil Nadu",https://www.svpistm.ac.in
"Labour Bureau, Ministry of Labour & Employment",https://labourbureau.gov.in
MECON Limited,
Uttar Pradesh State Tourism Development Corporation Ltd. (UPSTDC),https://upstdc.co.in
Indira Gandhi National Centre for the Arts (IGNCA),https://ignca.gov.in
Braithwaite and Co Limited,https://www.braithwaiteindia.com
Gandhi Smriti and Darshan Samiti (GSDS),https://gandhismriti.gov.in
IRCON International Limited,https://www.ircon.org
ICFRE-Institute of Wood Science and Technology,https://ipirti.gov.in
Botanical Survey of India (BSI),
"Lalit Kala Akademi, New Delhi",https://lalitkala.gov.in
North Zone Cultural Center,https://www.culturenorthindia.com
National Film Development Corporation (NFDC),https://www.nfdcindia.com
National Biodiversity Authority (NBA),
Anthropological Survey of India,https://ansi.gov.in
"National Gallery of Modern Art (NGMA), New Delhi",
Western Coalfields Limited (WCL),
"Oil India Limited (OIL), Noida",https://www.oil-india.com
Unique Identification Authority of India (UIDAI),https://www.uidai.gov.in
"Indian Institute of Forest Management (IIFM), Bhopal, Madhya Pradesh",https://iifm.ac.in
National Pension System &#40;NPS&#41; Trust,https://www.npstrust.org.in
Tehri Hydro Development Corporation (THDC),
Rashtriya Ispat Nigam Limited (RINL),https://www.vizagsteel.com
Oil and Natural Gas Corporation Limited (ONGC),https://ongcindia.com
Steel Authority of India Limited (SAIL),https://www.sail.co.in
Power Trading Corporation of India Limited (PTC),https://www.ptcindia.com
"State Planning Commission, Uttrakhand",https://spc.uk.gov.in
National Informatics Centre Services Incorporated (NICSI),https://nicsi.nic.in
Indian Oil Corporation Limited (IOCL),https://www.iocl.com
Housing and Urban Development Corporation Limited (HUDCO),https://hudco.org.in
National Minorities Development and Finance Corporation (NMDFC),https://www.nmdfc.org
National Thermal Power Corporation NTPC,https://www.ntpc.co.in
Balmer Lawrie and Company Limited,https://balmerlawrie.com
"Fluid Control Research Institute (FCRI), Palakkad",
Andaman Lakshadweep Harbour Works (ALHW),
Broadcasting Engineering Corporation of India Limited (BECIL),https://www.becil.com
National Institute of Urban Affairs (NIUA),https://niua.in
"e-Pension Portal, Uttar Pradesh",https://epension.up.nic.in
"Regional Centre for Urban and Environmental Studies (RCUES), Osmania University, Hyderabad",
"Salar Jung Museum, Hyderabad, Andhra Pradesh",https://www.salarjungmuseum.in
"Online Consent Management & Monitoring System, Uttar Pradesh",https://upocmms.nic.in
"National Institute of Biologicals, Noida, Uttar Pradesh",https://nib.gov.in
North Eastern Regional Power Committee,https://nerpc.gov.in
Cashless India,
"Scholarship Programme for Diaspora Children (SPDC), Ministry of External Affairs",https://spdcindia.gov.in
"Consular Services Management System, Ministry of External Affairs",https://madad.gov.in
"Sushma Swaraj Institute of Foreign Service, Ministry of External Affairs",https://ssifs.mea.gov.in
"Green Skill Development Programme (GSDP) by Ministry of Environment, Forest & Climate Change",https://gsdp-envis.gov.in
"National Buildings Organisation (NBO), Building Related Information and Knowledge System",https://briks.gov.in
Pravasi Bharatiya Divas (PBD),https://www.pbd-india.com
COVID-19 Information & Updates by Government of Uttar Pradesh,
Securities and Exchange Board of India (SEBI),https://www.sebi.gov.in
"Indian Technical and Economic Cooperation (ITEC) Division, Ministry of External Affairs",https://www.itecgoi.in
Central University of Rajasthan,https://www.curaj.ac.in
"Uttar Pradesh Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go-Anusandhan Sansthan (DUVASU),  Mathura",https://www.upvetuniv.edu.in
"Maulana Azad National Institute of Technology, Bhopal",https://www.manit.ac.in
National Assessment and Accrediation Council,
"Atomic Energy Central School No.2, Rawatbhata, Chittorgarh, Rajasthan",https://aecsrbt2.nic.in
Indian Institute of Astrophysics (IIA),https://www.iiap.res.in
National Real Estate Development Council,https://naredco.in
"Indian Institute of Technology Jodhpur (IITJ), Rajasthan",https://www.iitj.ac.in
Delhi University Computer Centre (DUCC),https://ducc.du.ac.in
"Indian Institute of Technology Gandhinagar (IITGn), Gujarat",https://iitgn.ac.in
Inter University Accelerator Centre (IUAC) New Delhi,https://www.iuac.res.in
Central University of Bihar (CUB),https://www.cusb.ac.in
"All India Institute of Medical Sciences (AIIMS), Jodhpur",https://www.aiimsjodhpur.edu.in
"Institute of Hotel Management (IHM), Hajipur, Patna, Bihar",https://www.ihmhajipur.net
"National Institute of Technology(NIT), Raipur",
"Malaviya National Institute of Technology, Jaipur (MNIT)",https://www.mnit.ac.in
"Indian Institute of Technology (IITK), Kanpur",https://www.iitk.ac.in
"Indian Institute of Technology, Guwahati (IITG)",https://www.iitg.ac.in
Nagpur Metro Rail Corporation Limited (NMRCL),https://www.metrorailnagpur.com
"Indian Institute of Management, Raipur(IIMR)",https://iimraipur.ac.in
"Indian Institute of Management, Kozhikode (IIMK)",https://www.iimk.ac.in
Institute for Social and Economic Change (ISEC),
"Indian Institute of Management, Ahmedabad (IIMA)",https://www.iima.ac.in
"National Institute of Technical Teachers Training and Research, Kolkata",
"National Institute of Technology, Calicut",https://nitc.ac.in
"Indian Institute of Technology, Delhi (IITD)",https://home.iitd.ac.in
"Institute Of Financial Management Training and Research, Uttar Pradesh",
"Indian Institute of Information Technology and Management (IIITM), Gwalior",https://www.iiitm.ac.in
"National Dairy Research Institute, Karnal, Haryana",https://ndri.res.in
"Indian Institute of Information Technology (IIIT), Una, Himachal Pradesh",https://iiitu.ac.in
Uttar Pradesh Fire and Emergency Services,https://upfireservice.gov.in
"Directorate of Printing and Stationery, Uttar Pradesh",https://dpsup.up.gov.in
National Dairy Development Board (NDDB),https://nddb.org
"Institute of Hotel Management and Catering Technology (IHMCT), Silvassa",https://www.ihmsilvassa.in
Indian National Tsunami Early Warning System,https://tsunami.incois.gov.in
"Regional Telecom Training Centre (RTTC), Hydrebad",
"State Portal, Uttar Pradesh",https://up.gov.in
"Gangawati Municipality, Karnataka",
"Directorate of Agricultural Marketing and Agriculture Foreign Trade, Uttar Pradesh",https://www.upkrishivipran.in
"Doddaballapur City Municipal Council, Karnataka",
"Madikeri Municipality, Karnataka",
"Maddur Town Municipal Council, Karnataka",
"Bruhat Bengaluru Mahanagara Palike, Bengaluru",https://bbmp.gov.in
"Shahabad City Municipal Council, Karnataka",
"Chamarajanagara Municipality, Karnataka",
"Chintamani City Municipal Council, Karnataka",
"Davanagere Metropolitan Policy, Karnataka",
"Ranebennur Municipality, Karnataka",
"Kolar Municipality, Karnataka",
"Department of Legal Metrology (Weights & Measures), Uttar Pradesh",https://legalmetrology-up.gov.in
"Bagalkot Municipality, Karnataka",
"Naregalla Town Panchayat, Karnataka",
"BasavanaBagewadi Town Municipal Council, Karnataka",
"Nawalgunda Municipality, Karnataka",
"Sugar Industry & Cane Development Department, Uttar Pradesh",https://upcane.gov.in
"Guledagudda Town Municipal Council, Karnataka",
"Marine Municipality, Karnataka",
"Municipality of Magadi, Karnataka",
"Municipality of Athani, Karnataka",
"Municipality of Rona, Karnataka",
"Bangarpet Town Municipal Council, Karnataka",
"Malavalli Town Municipal Council, Karnataka",
"Chittaguppa Town Municipal Council, Karnataka",
"Hanagal Town Municipal Council, Karnataka",
"Afzalpur Town Municipal Council, Karnataka",
"Municipality of Baghepalli, Karnataka",
"Alanda Municipality, Karnataka",
"Kottur Town Panchayat, Karnataka",
"Municipality of Holenarsipura, Karnataka",
"Municipality of Shikaripur, Karnataka",
"Wadi Municipality, Karnataka",
"Pavagada Town Municipal Council, Karnataka",
"Shiralakoppa Town Panchayat, Karnataka",
"Municipality of Madhugiri, Karnataka",
"Municipality of Karkala, Karnataka",
"Greater Visakhapatnam Municipal Corporation, Andhra Pradesh",https://www.gvmc.gov.in
"KR Nagar Municipality, Karnataka",
"Bantwal Town Municipal Council, Karnataka",
"Municipality of Kumata, Karnataka",
"Ranchi Municipal Corporation, Jharkhand",https://www.ranchimunicipal.com
"Humnabad Town Municipal Council, Karnataka",
"Barasat Municipality, West Bengal",https://www.barasatmunicipality.org
"Baruipur Municipality, West Bengal",
"Municipal Corporation Ambala, Haryana",
"Office of the Commissioner and Registrar Cooperative, Uttar Pradesh",https://cooperativeup.gov.in
"Bidhannagar Municipal Corporation, West Bengal",https://bmcwbgov.in
"Budge Budge Municipality, West Bengal",https://budgebudgemunicipality.org
"Bankura Municipality, West Bengal",
"Burdwan Municipality, Bardhaman (Bardhoman), West Bengal",https://burdwanmunicipality.gov.in
"Konnagar Municipality, West Bengal",https://www.konnagarmunicipality.org
"Basirhat Municipality, West Bengal",https://basirhatmunicipality.in
"Taki Municipality, West Bengal",https://takimunicipality.in
"Kanpur Municipal Corporation (KMC), Uttar Pradesh",https://kmc.up.nic.in
"Khadi & Village Industries Board, Uttar Pradesh",https://upkvib.gov.in
"Jhansi Nagar Nigam, Uttar Pradesh",https://jnnjhansi.com
Department of Justice,https://doj.gov.in
"Greater Chennai Corporation, Tamil Nadu",https://chennaicorporation.gov.in
"Agartala Municipal Corporation, Tripura",https://agartalacity.tripura.gov.in
"Salem City Municipal Corporation, Tamil Nadu",https://www.salemcorporation.gov.in
"Lucknow Nagar Nigam, Uttar Pradesh",https://lmc.up.nic.in
Legislative Department,https://legislative.gov.in
"Amritsar Municipal Corporation, Punjab",https://www.amritsarcorp.com
"Jaipur Municipal Corporation Greater, Rajasthan",
"Centre for Research in Rural and Industrial Development (CRRID), Chandigarh",https://www.crrid.res.in
Punjab State Board of Technical Education and Industrial Training (PSBTE and IT),
Maharashtra Pollution Control Board (MPCB),https://mpcb.gov.in
Greater Noida Industrial Development Authority (GNIDA),https://www.greaternoidaauthority.in
"Haldia Petrochemicals Limited (HPL), Kolkata",https://www.haldiapetrochemicals.com
"Tamilnadu Science and Technology Centre, Chennai",https://tnstc.gov.in
Jammu and Kashmir State Power Development Corporation,
"State Load Despatch Centre (SLDC), Chhattisgarh",https://www.sldccg.com
Pradeshiya Industrial and Investment Corporation of Uttar Pradesh Limited (PICUP),
Chhattisgarh State Power Distribution Company Limited (CSPDCL),https://cspdcl.co.in
Chhattisgarh Biofuel Development Authority (CBDA),https://www.cbda.in
"Directorate Medical and Health Service, Dadra and Nagar Haveli-Silvassa",https://vbch.dnh.nic.in
Chhattisgarh Text Book Corporation,https://www.tbc.cg.nic.in
Chhattisgarh State Saur Sujala Scheme,
Industrial Promotion & Investment Corporation Of Odisha Limited,https://www.ipicolorissa.com
"Agricultural Marketing Department, Telangana",
Odisha Renewable Energy Development Agency (OREDA),https://oredaodisha.com
Odisha State Civil Supplies Corporation Limited,https://oscsc.in
"Commissionerate of Collegiate Education, Andhra Pradesh",
"Odisha Forest Development Corporation Limited (OFDC), Bhubaneswar",https://www.odishafdc.com
"Odisha Construction Corporation Limited, Bhubaneswar",https://odishaconstruction.com
Odisha Industrial Infrastructure Development Corporation,https://www.idco.in
"Odisha State Housing Board, Bhubaneswar",https://oshb.org
Telangana Housing Board,
Pudhucherry Industrial Promotion Development And Investment Corporation (PIPDIC) Limited,https://www.pipdic.in
"Baba Akhandalamani Temple, Aradi Dham, Bhadrak, Odisha",
"State Load Despatch Center (SLDC), Odisha",https://www.sldcorissa.org.in
"Chilika Development Authority (CDA), Odisha",https://www.chilika.com
"State Seeds Corporation Limited, Odisha",https://www.osscltd.in
"Haffkine Bio-Pharmaceuticals Corporation Limited, Mumbai",https://www.vaccinehaffkine.com
"Sericulture Development Department, Uttar Pradesh",https://sericulture.up.gov.in
"Revenue Department, Government of Uttar Pradesh",
Odisha State Financial Corporation (OSFC),
Maharashtra Agro Industries Development Corporation Ltd (MAIDC),
"Hdcote Municipality, Karnataka",
"Kushalnagar Town Panchayat, Karnataka",
"Belthangady Town Panchayat, Karnataka",
"Arakkalagudu Town Panchayat, Karnataka",
"Suliah Town Panchayat, Karnataka",
"Mudgal Municipality, Karnataka",
"Hirekeroor Town Panchayat, Karnataka",
"Kerura Town Panchayat, Karnataka",
"Koppa Town Panchayat, Karnataka",
"Panorama Of Aura Town Panchayath, Karnataka",
"Holalkere Town Panchayath, Karnataka",
"Shirahatti Town Panchayat, Karnataka",
"Virajpet Town Panchayat, Karnataka",
"Haliyala Municipality, Karnataka",
"Connore Municipality, Karnataka",
"Mulki Town Panchayat, Karnataka",
"TH. Narasipura Municipality, Karnataka",
"Monday Township Panchayat, Karnataka",
"Siddapura Town Panchayat, Karnataka",
"Mulagunda Town Panchayat, Karnataka",
"Kundagol Town Panchayat, Karnataka",
"Hungund Municipality, Karnataka",
"Koratagere Town Panchayat, Karnataka",
"Nagamangala Town Panchayat, Karnataka",
"Gudibande Town Panchayat, Karnataka",
"Raibag Town Panchayat, Karnataka",
"Devanahalli Town Municipal Council , Karnataka",
"Periyapatna Town Panchayat, Karnataka",
"Hosanagara Town Panchayat, Karnataka",
"Kudalagi Town Panchayat, Karnataka",
"Turuvekere Town Panchayat, Karnataka",
"Shringeri Town Panchayat, Karnataka",
"Kudachi Municipality, Karnataka",
"Sargur Town Panchayat, Karnataka",
"Kamalapura Town Panchayat, Karnataka",
"Narasimharajapura Town Panchayat, Karnataka",
"Bhatkal Town Municipal Council, Karnataka",
"Hosakote Municipality, Karnataka",
"Hassan Municipality, Karnataka",
"Sorab Town Panchayat, Karnataka",
"Hanur Town Panchayat, Karnataka",
"Paschim Medinipur Zilla Parishad, West Bengal",https://zpmidwest.org
"Kolhapur Zilla Parishad, Maharashtra",https://www.zpkolhapur.info
"Kampli Municipality, Karnataka",
"Hooghly Zilla Parishad, West Bengal",https://www.hooghlyzp.org
"Raigad Zilla Parishad, Maharashtra",https://zpraigad.in
"Channapatna Municipality, Karnataka",
"Zilla Parishad, Yavatmal, Maharashtra",
"Thiruvananthapuram Municipal Corporation, Kerala",https://tmc.lsgkerala.gov.in
"District Panchayat Yadagiri, Karnataka",https://zpyadgiri.karnataka.gov.in
"Zilla Parishad, Ratnagiri, Maharashtra",https://www.zpratnagiri.org
"Zilla Parishad Akola, Maharashtra",
"Thane Municipal Corporation, Maharashtra",https://thanecity.gov.in
"Zilla Panchayat, Tumkuru, Karnataka",https://zptumakuru.karnataka.gov.in
"Moodaboodam Municipality, Karnataka",
"Kalaghatagi Town Panchayat, Karnataka",
"Channagiri Municipality, Karnataka",
"Saligrama Town Panchayat, Karnataka",
"Yelandur Town Panchayat, Karnataka",
"Honnavara Town Panchayat, Karnataka",
"Alnavar Town Panchayat, Karnataka",
"Alur Town Panchayat, Karnataka",
"Chikkanayakanahalli Municipality, Karnataka",
"Municipality of Srirangapatna, Karnataka",
"Sandoor Town Municipal Council, Karnataka",
"Devadurga Municipality, Karnataka",
"Municipality of Badami, Karnataka",
"Srinivasapura Town Municipal Council, Karnataka",
"Kollegal City Municipal Council, Karnataka",
"Krishnarajapet Municipality, Karnataka",
"Shigamawa Municipality, Karnataka",
"Tiptur City Municipal Council, Karnataka",
"Robertsonpet City Municipal Council, Karnataka",
"Bhadravathi Municipality, Karnataka",
"Municipality of Savannahur, Karnataka",
"Dandeli Municipality, Karnataka",
"Harihara Municipality, Karnataka",
"Annigeri Town Municipal Council, Karnataka",
"Sakaleshpura Town Municipal Council, Karnataka",
"Mandya Municipality, Karnataka",
"Chittapura Town Municipal Council, Karnataka",
"Malur Town Municipal Council, Karnataka",
"Municipality of Chikkodi, Karnataka",
"Rabakavi - Banahatti Municipality, Karnataka",
"Ullal City Municipal Council, Karnataka",
"Municipality of Tarikere, Karnataka",
"Municipality of Anekal, Karnataka",
"Municipality of Karawara, Karnataka",
"Hospet Municipality, Karnataka",
"Municipality of Beirut, Karnataka",
Maharashtra State Warehousing Corporation (MSWC),https://mswarehousing.com
Maharashtra State Board of Vocational Education Examination (MSBVEE),
"Nippani City Municipal Council, Karnataka",
"Koppal Municipality, Karnataka",
"Udupi Municipality, Karnataka",
"Municipality of Bannur, Karnataka",
"Malabar Cements Limited, Kerala",https://www.malabarcements.co.in
"Kerala Academy for Skills Excellence, Thiruvananthapuram",https://www.kase.in
"Governor of Meghalaya - Raj Bhavan, Shillong",https://meggovernor.gov.in
Pondicherry Power Corporation Limited (PPCL),https://ppclgov.in
Governor of Rajasthan,https://rajbhawan.rajasthan.gov.in
"Governor of Kerala - Raj Bhavan, Thiruvananthapuram",https://www.rajbhavan.kerala.gov.in
"Governor of Maharashtra - Raj Bhavan, Mumbai",https://rajbhavan-maharashtra.gov.in
"Chief Minister's Office, Gujarat",https://cmogujarat.gov.in
"State Election Commission (SEC), Gujarat",https://sec.gujarat.gov.in
"Governor of Haryana - Raj Bhavan, Chandigarh",https://haryanarajbhavan.gov.in
"Governor of Gujarat - Raj Bhavan, Gandhinagar",https://rajbhavan.gujarat.gov.in
"Governor of Tamil Nadu - Raj Bhavan, Chennai",https://tnrajbhavan.gov.in
"Chief Ministers Office, Uttar Pradesh",https://upcmo.up.nic.in
Chief Minister of West Bengal,
"Chief Minister's Relief Fund, Government of Andhra Pradesh",https://apcmrf.ap.gov.in
Bihar Public Service Commission,https://www.bpsc.bih.nic.in
Meghalaya Chief Minister's Relief Fund,
"State Election Commission (SEC), West Bengal",https://wbsec.gov.in
"Rajaji Tiger Reserve, Uttarakhand",https://rajajitigerreserve.uk.gov.in/Index.aspx
"State Election Commission (SEC), Haryana",https://secharyana.gov.in
"Chief Ministers Relief Fund, Rajasthan",https://cmrelief.rajasthan.gov.in
Assam Public Service Commission,https://apsc.nic.in
"Committee Of Experts, Laws Regulating Personal Civil Matters & Uniform Civil Code, Uttarakhand",https://ucc.uk.gov.in
"e-Greencard And Tripcard, Uttrakhand",https://greencard.uk.gov.in
"Legislative Assembly, Chhattisgarh",https://cgvidhansabha.gov.in
Governor of Bihar,https://governor.bih.nic.in
"Legislative Assembly, Gujarat",
"Legislative Assembly, Kerala",
Rajbhawan Uttarakhand,
"Samagra Shiksha, Uttrakhand",https://ssa.uk.gov.in
"UPES – University of Tomorrow, Uttrakhand",https://www.upes.ac.in
"BHULEKH - Land Records Computerization, Uttrakhand",https://bhulekh.uk.gov.in
"Veer Chandra Singh Garhwali Government Institute of Medical Science and Research, Srinagar, Pauri Garhwal, Uttarakhand",https://vcsgsrinagar.org
"EIACP Programme Centre “Wildlife and Protected Areas Management”, Dehradun",https://wiienvis.nic.in
"Uttarakhand Urban Sector Development Agency (UUSDA), Uttarakhand",https://www.uusdip.org
"Directorate of Technical Education Srinagar Garhwal, Uttarakhand",https://www.ukdte.in
"Directorate of Treasuries, Pension & Entitlements, Uttarakhand",https://ekosh.uk.gov.in
"School Education Portal, Uttarakhand",https://educationportal.uk.gov.in
"Directorate of Departmental Accounts, Uttarakhand",https://ae.uk.gov.in
"Uttarakahnd Bamboo and Fiber Development Board, Dehradun",https://www.ubfdb.org.in
"Minor Irrigation Department, Uttarakhand",https://minorirrigation.uk.gov.in
"Biodiversity Board, Uttarakhand",https://sbb.uk.gov.in
Madhya Pradesh State Consumer Disputes Redressal Commission,https://www.mpscdrc.mp.gov.in
Madhya Pradesh Electricity Regulatory Commission (MPERC),https://mperc.in
Official Portal of Madhya Pradesh Government,https://mp.gov.in
"Dr. Raghunandan Singh Tolia Uttarakhand Academy of Administration, Nainital",https://uaoa.gov.in
"Twenty Point Programme, Uttarakhand",https://20pt.uk.gov.in
"Disaster Mitigation and Management Centre (DMMC) , uttarakhand",https://dmmc.uk.gov.in
Karnataka State Minorities Commission (KSMC),https://www.karmin.in
"Registrar of Firms, Societies and Chits, Uttarakhand",https://society.uk.gov.in
"Advocate General, Himachal Pradesh",https://advocategeneral.hp.gov.in
Jharkhand State Electricity Regulatory Commission,https://jserc.org
"State Water & Sanitation Mission, Uttarakhand",https://swsm.uk.gov.in
"Entertainment Tax Department, Uttarakhand",https://enttax.uk.gov.in
West Bengal Commission for Women,https://www.wbcw.co.in
Haryana Right To Service Commission,https://haryana-rtsc.gov.in
West Bengal Human Rights Commission (WBHRC),
West Bengal State Emergency Relief Fund for COVID-19,https://wbserf.wb.gov.in
"Food, Civil Supplies & Consumer Affairs Department, Uttarakhand",https://fcs.uk.gov.in
West Bengal Information Commission,
Himachal Pradesh Public Service Commission,https://www.hppsc.hp.gov.in
Manipur State Women's for Commission (MSCW),https://manipurwomencommission.gov.in
Official Portal of Tripura Government,https://tripura.gov.in
"State Election Commission (SEC), Bihar",https://sec.bihar.gov.in
Sikkim Public Service Commission (SPSC),https://spsc.sikkim.gov.in
Punjab State Election Commission,
"Directorate of Training & Employment, Uttarakhand",https://rojgar.uk.gov.in
"Chief Minister's Helpline, Government of Madhya Pradesh",https://cmhelpline.mp.gov.in
"Governor of Madhya Pradesh - Raj Bhavan, Bhopal",https://governor.mp.gov.in
"Greater Warangal Municipal Corporation, Telangana",https://gwmc.gov.in
"Municipal Corporation Raigarh, Chhattisgarh",https://nagarnigamraigarh.com
"Municipal Corporation, Bhilai, Chhattisgarh",
"Information Technology Development Agency (I.T.D.A), Uttarakhand",https://itda.uk.gov.in
"Greater Hyderabad Municipal Corporation, Telangana",https://www.ghmc.gov.in
Orissa Veterinary Council,
"State Horticulture Mission, Uttarakhand",https://shm.uk.gov.in
Salumbar,https://salumber.rajasthan.gov.in
"Belgaum City Corporation, Karnataka",https://belagavicitycorp.org
"Renewable Energy Development Agency, Uttarakhand",https://ureda.uk.gov.in
Kerala State Veterinary Council,https://ksvc.kerala.gov.in
"Panchayati Raj Department, Uttarakhand",
"Cuttack Municipal Corporation, Odisha",https://cmccuttack.odisha.gov.in
"Rural Works Department, Uttarakhand",https://res.uk.gov.in
"Bhatpara Municipality, West Bengal",https://bhatparamunicipalitygov.co.in
"Yadagiri Municipality, Karnataka",
"Rural Development Department, Uttarakhand",https://ukrdd.uk.gov.in
"Sabarkantha District Panchayat, Gujarat",https://sabarkanthadp.gujarat.gov.in
"Jamnagar District Panchayat, Gujarat",https://jamnagardp.gujarat.gov.in
"Chikkaballapur Municipality, Karnataka",
"Devbhumi Dwarka District Panchayat, Gujarat",
"Bellary Metropolitan Policy, Karnataka",
"State Council for Science and Technology, Uttarakhand",https://ucost.uk.gov.in
"Bhavnagar District Panchayat, Gujarat",https://bhavnagardp.gujarat.gov.in
"Mira Bhayander Municipal Corporation (MBMC), Maharashtra",https://www.mbmc.gov.in
"Kolhapur Municipal Corporation, Maharashtra",https://web.kolhapurcorporation.gov.in
"Ulhasnagar municipal Corporation, Maharashtra",https://web.smartumc.com
"Vadodara District Panchayat, Gujarat",https://vadodaradp.gujarat.gov.in
"Tapi District Panchayat, Gujarat",https://tapidp.gujarat.gov.in
"Shillong Municipal Board, Meghalaya",
"Vigilance Establishment, Uttarakhand",https://vigilance.uk.gov.in
"Pimpri Chinchwad Municipal Corporation (PCMC), Maharashtra",https://www.pcmcindia.gov.in
Uttar Pradesh State Commission for Backward Classes,https://upsbcc.in
"Kollam Municipal Corporation, Kerala",https://kollamcorporation.gov.in
"Nileshwar Municipality, Kerala",
"Nilambur Municipality, Kerala",
"Animal Husbandry & Dairying Department, Haryana",https://pashudhanharyana.gov.in
"Directorate of Secondary Education, Haryana",https://schooleducationharyana.gov.in
"Medical Education and Research Department, Punjab",https://www.punjabmedicaleducation.org
"Welfare Department, Jharkhand",https://www.jharkhand.gov.in/welfare
"Art and Culture Department, Mizoram",https://mizoculture.mizoram.gov.in
"Planning Department, Manipur",https://planningmanipur.gov.in
"Tourism Department, Arunachal Pradesh",https://arunachaltourism.com
"Police Department, Mizoram",https://police.mizoram.gov.in
"Urban Development Department, Karnataka",
"NRI Affairs Department, Punjab",
"Tourism Department, Chhattisgarh",https://www.chhattisgarhtourism.in
"Excise Department, Kerala",https://keralaexcise.gov.in
"Food, Civil Supplies and Consumer Protection Department, Chhattisgarh",https://khadya.cg.nic.in
"Department of Tribal and Scheduled Caste, Chhattisgarh",
"Culture Department, Chhattisgarh",https://www.cgculture.in
"Higher Education Department, Chhattisgarh",
"Skill Development and Entrepreneurship Department, Arunachal Pradesh",https://skillarunachal.nic.in
West Bengal Council of Higher Secondary Education,https://wbchse.wb.gov.in
"Silpasathi -  State Single Window Portal for Industries, West Bengal",https://silpasathi.wb.gov.in
"Forest and Climate Change Department, Chhattisgarh",
Department of Agriculture and Farmers Welfare,https://agricoop.gov.in
"Centre for Distance Education and Online Education, North Bengal University, Siliguri, West Bengal",https://www.ddenbu.in
Chhattisgarh Chief Minister's Relief Fund,https://cmrf.cg.gov.in
"State Election Commission (SEC), Chhattisgarh",https://cgsec.gov.in
Chhattisgarh Human Rights Commission,https://hrc.cg.gov.in
Ministry of Agriculture and Farmers Welfare,https://agriwelfare.gov.in
"State Planning Commission, Chhattisgarh",https://spc.cg.gov.in
South West Garo Hills,https://southwestgarohills.gov.in
Uttara Kannada,https://uttarakannada.nic.in
South Garo Hills,https://southgarohills.gov.in
West Garo Hills,https://westgarohills.gov.in
Zunheboto,https://zunheboto.nic.in
Diu,https://diu.gov.in
Paschim Bardhaman,https://paschimbardhaman.gov.in
Purulia,https://purulia.gov.in
Raichur,https://raichur.nic.in
Paschim Medinipur,https://paschimmedinipur.gov.in
Purba Medinipur,https://purbamedinipur.gov.in
Purba Bardhaman,https://purbabardhaman.nic.in
North Garo Hills,https://northgarohills.gov.in
North 24 Parganas,https://north24parganas.gov.in
Peren,https://peren-district.nic.in
Murshidabad,https://murshidabad.gov.in
Morbi,https://morbi.gujarat.gov.in
Jayashankar Bhupalapally,https://bhoopalapally.telangana.gov.in
Bhadradri Kothagudem,https://kothagudem.telangana.gov.in
Mahisagar,https://mahisagar.gujarat.gov.in
Jalpaiguri,https://jalpaiguri.gov.in
East Garo Hills,https://eastgarohills.gov.in
Gir Somnath,https://girsomnath.gujarat.gov.in
Lakhimpur,https://lakhimpur.nic.in
Hooghly,https://hooghly.nic.in
Howrah,https://howrah.gov.in
